,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_top_10
C0020598,Hypocalcemia,24,"{'regulation of hormone levels', 'regulation of multicellular organismal process', 'protein binding', 'developmental process', 'skeletal system development', 'adenylate cyclase-modulating G protein-coupled receptor signaling pathway', 'multicellular organismal process', 'anatomical structure development', 'regulation of biological quality', 'tissue development'}",0.02040816326530612,26,"{'type 3 melanocortin receptor binding', 'alpha-amylase activity', 'alpha-amylase activity (releasing maltohexaose)', 'maltose alpha-glucosidase activity', 'hydrolase activity, hydrolyzing O-glycosyl compounds', 'alpha-1,4-glucosidase activity', 'amylase activity', 'hydrolase activity, acting on glycosyl bonds', 'melanocortin receptor binding', 'maltose metabolic process'}"
C1860127,Impaired T cell function,0,"{'response to stimulus', 'response to zinc ion starvation', 'cellular response to phosphate starvation', 'developmental process', 'regulation of complement activation', 'B cell proliferation', 'positive regulation of homocysteine metabolic process', 'cellular response to zinc ion starvation', 'cellular process', 'positive regulation of sulfur amino acid metabolic process'}",0.0,0,"{'positive regulation of killing of cells of other organism', 'positive regulation of humoral immune response mediated by circulating immunoglobulin', 'negative regulation of cell adhesion mediated by integrin', 'negative regulation of neuron migration', 'protein de-ADP-ribosylation', 'negative regulation of cell-cell adhesion mediated by cadherin', 'positive regulation of nitric-oxide synthase biosynthetic process', 'positive regulation of humoral immune response', 'regulation of killing of cells of other organism', 'regulation of humoral immune response mediated by circulating immunoglobulin'}"
C1840380,Persistent cavum septum pellucidum,0,"{'positive regulation of neuromuscular synaptic transmission', 'transmembrane receptor protein tyrosine kinase activity', 'synapse', 'cardiac septum morphogenesis', 'synapse part', 'regulation of neuromuscular synaptic transmission', 'neuromuscular junction', 'positive regulation of protein geranylgeranylation', 'calcium export from the mitochondrion', 'regulation of protein geranylgeranylation'}",0.0,0,"{'negative regulation of endothelial cell chemotaxis to fibroblast growth factor', 'glycosaminoglycan binding', 'fibroblast growth factor binding', 'cell chemotaxis to fibroblast growth factor', 'heparin binding', 'regulation of neurotransmitter levels', 'synapse', 'cocaine metabolic process', 'sulfur compound binding', 'neuromuscular junction'}"
C0001807,Aggressive behavior,131,"{'cell part', 'biological_process', 'cellular_component', 'intracellular membrane-bounded organelle', 'intracellular organelle part', 'membrane-bounded organelle', 'molecular_function', 'organelle', 'organelle part', 'cellular process'}",0.07078925956061839,1185,"{'response to chemical', 'response to organic substance', 'cellular response to endogenous stimulus', 'response to endogenous stimulus', 'RNA polymerase II-specific DNA-binding transcription factor binding', 'cellular response to organic substance', 'DNA-binding transcription factor binding', 'transcription factor binding', 'cellular response to chemical stimulus', 'tetrahydrofolate interconversion'}"
C4025669,Decreased circulating ACTH level,58,"{'pituitary gland development', 'RNA polymerase II regulatory region sequence-specific DNA binding', 'transcription regulatory region sequence-specific DNA binding', 'RNA polymerase II regulatory region DNA binding', 'transcription regulatory region DNA binding', 'sequence-specific double-stranded DNA binding', 'regulation of RNA biosynthetic process', 'regulation of nucleic acid-templated transcription', 'regulatory region nucleic acid binding', 'double-stranded DNA binding'}",0.0,0,"{'cellular response to progesterone stimulus', 'central nervous system myelination', 'ameboidal-type cell migration', 'embryonic brain development', 'midbrain-hindbrain boundary development', 'motor learning', 'regulation of Schwann cell proliferation', 'drinking behavior', 'negative regulation of Schwann cell proliferation', 'lacrimal gland development'}"
C1859424,Increased chromosomal breakage,251,"{'nucleobase-containing compound metabolic process', 'heterocycle metabolic process', 'cellular response to DNA damage stimulus', 'organic cyclic compound metabolic process', 'DNA metabolic process', 'nucleic acid metabolic process', 'DNA repair', 'interstrand cross-link repair', 'cellular response to stress', 'cellular aromatic compound metabolic process'}",0.31420765027322406,230,"{'DNA-dependent ATPase activity', 'cellular response to DNA damage stimulus', 'DNA metabolic process', 'chromosome organization', 'DNA repair', 'interstrand cross-link repair', 'meiosis I cell cycle process', 'DNA recombination', 'cellular response to stress', 'DNA replication'}"
C0151889,Hyperreflexia,504,"{'cell part', 'biological_process', 'cellular_component', 'intracellular organelle part', 'intracellular part', 'catalytic activity', 'molecular_function', 'cytoplasmic part', 'organelle part', 'cellular process'}",0.14835505896958412,1346,"{'organelle inner membrane', 'mitochondrial membrane', 'mitochondrial inner membrane', 'oxidation-reduction process', 'respiratory chain complex', 'generation of precursor metabolites and energy', 'respiratory electron transport chain', 'mitochondrial part', 'oxidoreductase activity', 'electron transport chain'}"
C0013274,Patent ductus arteriosus,527,"{'animal organ development', 'tube morphogenesis', 'anatomical structure formation involved in morphogenesis', 'animal organ morphogenesis', 'developmental process', 'embryonic morphogenesis', 'heart development', 'multicellular organismal process', 'anatomical structure development', 'anatomical structure morphogenesis'}",0.2211286089238845,1334,"{'animal organ development', 'positive regulation of nucleobase-containing compound metabolic process', 'positive regulation of macromolecule biosynthetic process', 'positive regulation of transcription, DNA-templated', 'positive regulation of RNA biosynthetic process', 'anatomical structure development', 'positive regulation of cellular biosynthetic process', 'positive regulation of nucleic acid-templated transcription', 'positive regulation of biosynthetic process', 'double-stranded DNA binding'}"
C0018671,Head and Neck Neoplasms,388,"{'response to chemical', 'regulation of cell population proliferation', 'animal organ morphogenesis', 'response to reactive oxygen species', 'gland development', 'positive regulation of cellular process', 'response to drug', 'response to toxic substance', 'response to inorganic substance', 'cellular developmental process'}",0.10344827586206896,188,"{'response to stress', 'extracellular region', 'positive regulation of cytokine production', 'regulation of defense response', 'regulation of endopeptidase activity', 'defense response', 'acute inflammatory response', 'extracellular space', 'regulation of response to external stimulus', 'regulation of peptidase activity'}"
C0403553,Renal dysplasia and retinal aplasia (disorder),45,"{'organelle localization', 'ciliary basal body-plasma membrane docking', 'photoreceptor connecting cilium', 'ciliary part', 'centrosome', 'microtubule organizing center', 'membrane docking', 'cilium', 'ciliary transition zone', 'organelle localization by membrane tethering'}",0.0,0,"{'regulation of polarized epithelial cell differentiation', 'pronephric nephron tubule morphogenesis', 'ciliary basal body-plasma membrane docking', 'sensory organ development', ""Kupffer's vesicle development"", 'epithelium development', 'cloaca development', 'positive regulation of polarized epithelial cell differentiation', 'pronephric duct morphogenesis', 'morphogenesis of a polarized epithelium'}"
C0264142,Spade-like hand,16,"{'chondrocyte differentiation', 'regulation of extrinsic apoptotic signaling pathway in absence of ligand', 'animal organ morphogenesis', 'regulation of developmental process', 'tissue homeostasis', 'skeletal system development', 'developmental process', 'system development', 'embryonic morphogenesis', 'anatomical structure development'}",0.05263157894736842,64,"{'enzyme linked receptor protein signaling pathway', 'glycosaminoglycan binding', 'fibroblast growth factor binding', 'transmembrane receptor protein tyrosine kinase activity', 'heparin binding', 'growth factor binding', 'sulfur compound binding', 'fibroblast growth factor receptor signaling pathway', 'fibroblast growth factor-activated receptor activity', 'transmembrane receptor protein kinase activity'}"
C1955869,Malformations of Cortical Development,34,"{'spindle organization', 'purine ribonucleotide binding', 'microtubule-based process', 'microtubule cytoskeleton organization', 'purine nucleotide binding', 'purine ribonucleoside triphosphate binding', 'ribonucleotide binding', 'mitotic spindle organization', 'microtubule cytoskeleton organization involved in mitosis', 'small molecule binding'}",0.0,4,"{'heparin metabolic process', 'UDP-glycosyltransferase activity', 'hydrolase activity, hydrolyzing O-glycosyl compounds', 'disaccharide metabolic process', 'hydrolase activity, acting on glycosyl bonds', 'aminoglycan metabolic process', 'heparin biosynthetic process', 'heparan sulfate proteoglycan biosynthetic process', 'mucopolysaccharide metabolic process', 'glycosaminoglycan metabolic process'}"
