Disease ID,Disease Name,Associated Gene IDs,splits
C0028738,Nystagmus,"10002,10210,10312,10381,10461,10479,10560,10594,10682,10686,10806,10815,10908,10978,11020,11277,1130,1161,1186,1258,1259,1261,1352,1355,1406,1409,1420,1487,158,16,1615,1641,1716,1717,1718,1737,1798,1806,1892,1910,1938,1947,2067,2074,2132,2260,22931,22954,2296,22978,23020,23090,23203,23247,2332,23322,23345,23418,23431,23533,23556,23568,23746,2395,24,24148,25794,2581,25814,25836,25915,25942,25974,26090,26121,26146,26160,26227,26258,26275,26277,26278,26503,26504,2652,26610,27077,27229,27235,27241,27249,2778,2780,286,2895,29078,291,2979,29887,3000,3028,3166,3257,3295,3329,3420,3476,3614,3748,3769,3845,3913,3954,4001,4099,4117,4125,4157,427,4286,4308,4337,4338,4358,443,4508,4552,4598,4644,4668,4693,4694,4695,4704,4705,4709,4715,4719,472,4720,4722,4723,4724,4726,4728,4729,4751,4758,477,478,4810,4867,4901,4935,4948,4952,4976,498,4983,50,5015,5080,50939,50964,51,51010,51057,51067,51099,51103,51151,51259,5130,51317,5145,5146,5148,51524,5158,51604,5189,5190,5191,5192,5193,5194,5195,5264,5274,5354,5373,53834,54187,5428,54476,54539,54585,54704,54765,54806,54902,54903,55129,55149,55157,55212,55315,55572,55624,55636,55670,55699,5582,5604,5605,5631,57096,5813,582,5824,5828,583,5830,585,5917,5949,5956,5961,5995,6010,6017,6094,6100,6101,6102,6103,6121,617,627,6295,6315,6323,6389,6392,6513,6597,6598,6605,6657,6658,6663,6664,668,6683,6687,673,6785,6834,701,7020,7025,7274,7275,7276,7284,7287,7299,7306,7337,7345,7355,7399,7401,7428,7439,7466,7468,7490,7518,762,773,778,7840,8139,8195,8289,8398,8481,8492,8504,8546,857,8573,8600,8675,8792,8799,8813,8820,8842,9128,9129,9150,9197,9227,9289,9409,9526,9573,9640,9657,9711,9723,9731,9742,9786,9915",6
C0266371,Streak ovary,"190,23414,2492,2516,2626,29893,4214,5080,50846,51741,6662,6736,6845,7490,9210",6
C0018989,Hemiparesis,"11277,1230,1282,2018,2632,3106,355,3586,3592,4210,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4575,4577,4578,477,478,50640,51752,51816,5621,6323,6469,6496,6507,6775,7099,7174,720,7248,7276,773,8302",9
C0497552,Congenital neurologic anomalies,"11136,11231,1277,1278,161742,2245,26154,3198,3211,5077,5080,5156,5589,5624,60,6519,71,7227,79944,8626",7
C0751778,"Myoclonic Epilepsies, Progressive","10166,10939,1106,1822,2554,2566,26278,2629,2645,2720,2896,3630,3651,3746,3767,378884,427,4540,4549,4558,4564,4565,4566,4567,4571,4572,4574,4575,4758,501,51124,5274,5277,54820,54982,5621,57465,6323,6324,6326,6335,6792,6812,6833,686,701,7248,7915,7957",0
C1855665,Ovoid vertebral bodies,"10060,10269,1280,1311,2200,23169,2588,2720,3549,3764,4000,411,4148,4882,50485,51119,5130",none
C4280643,Decreased projection of maxilla,"10262,10484,10617,1280,1301,1387,1896,1909,2033,207,2077,2200,2245,2260,2261,2263,2317,23594,257,25782,25885,26128,26137,2697,2736,3590,3664,3759,3930,4040,4089,4313,4487,4998,5077,5083,51082,51114,5144,51715,5290,5308,5573,5727,5728,6197,633,6497,650,6949,7039,7291,7337,7341,7480,8242,8313,860,8626,8642,9343,9533,990,9935,9968,9990",none
C2930812,Generalized elastolysis,"10225,10516,11285,1954,2006,2146,2200,23545,26229,2677,2934,30008,51085,51594,538,54453,5831,5832,6197,8425,9056,9180,9469,9791",1
C0022336,Creutzfeldt-Jakob disease,"151507,216,22926,3119,319101,3822,5621,692157,7280,780851,79644,79974,8360",9
C1450010,"Plagiocephaly, Nonsynostotic","1778,1807,1947,2077,2218,2261,2263,26137,3265,3845,4893,51360,5518,55650,6938,7291,7545,7994,8924,9968",none
C0521719,Clouding of corneal stroma,"10585,1296,1301,1545,19,2218,23129,2317,23426,23556,2517,2717,2990,29954,335,3425,3931,4053,412,4323,4758,5080,5155,5159,5189,5190,5192,5193,5194,5195,5308,54101,5476,55670,5824,5828,5830,5832,5980,6575,699,701,8504,8517,8799,9184,9213,9215,9409,9702",2
C0042963,Vomiting,"10195,1371,1373,1376,1497,1583,1585,1591,1629,1716,1717,1890,1956,210,2108,2109,2110,2161,229,2316,23417,249,2581,2582,25915,2592,2639,26873,2693,2717,2796,29078,3141,3145,3172,3251,3284,34,3440,3458,359,37,3712,374569,3758,3767,38,383,3988,4023,4221,4306,435,4351,4358,445,4594,4598,4694,4709,4715,4719,4720,4722,4723,4724,4726,4729,5009,5019,50617,50674,5095,5096,51103,51128,5243,53,5373,5428,546,5498,551,554,55572,55687,5832,593,594,6337,6338,6340,6535,6557,6584,6609,673,6748,6833,686,6869,6927,6948,710,7132,7157,7351,8518,8694,8869,9049,9056,9839",8
C4020856,Terminal tremor,"10908,207,22,2332,2395,26090,2937,3766,5290,55703,5728,5917,6342,6712,6908,7436,8398,9150,9445,950",4
C0086795,Pfaundler-Hurler Syndrome,"175,2517,2799,2990,3423,3425,411,4125,4669,4758,5476,6448",6
C0024236,Lymphedema,"10060,1020,207,2303,23169,2324,2624,2717,2990,3636,3832,3930,4351,4668,54345,5604,5728,5781,5784,673,7424,8517",none
C1846821,Coagulation abnormalities,"1130,1736,2184,22845,23522,26277,2683,3845,4893,5073,51750,55135,55505,55651,5781,5894,5922,6016,6654,6655,673,6786,7010,7012,7015,8216,9420,9939",none
C0032617,Polyuria,"10686,1187,1188,1497,1591,27031,359,3758,3766,3952,4867,5020,54757,54938,551,554,5578,6524,6557,6559,7809,846,9536",1
C1879312,Agyria,"1020,10300,1641,22930,22931,25782,26227,3090,3796,5048,5194,54820,60,7531,7846",none
C0000889,Acanthosis Nigricans,"10555,11005,1588,208,2099,2261,2263,2353,26580,3265,3643,3991,4000,5346,5468,5506,5728,7518,7840,857",1
C1850794,"Muscle atrophy, proximal","10342,23224,23345,2521,2673,6443,6444,6606,6786,7138,825,9499",6
C0027960,Nevus,"1019,1029,1030,1032,207,23592,25913,3265,4157,4255,4286,4507,4591,54386,5573,5728,7015,8314,8398",3
C1840380,Persistent cavum septum pellucidum,"10815,1487,23384,3954,4593,5290,53834,55690,5913,7468",6
C3279222,Cerebellar hypoplasia and atrophy,"10083,10479,10518,1717,2067,2068,2073,2074,2261,22854,2290,23322,2697,27229,28952,3265,3295,3845,4204,4512,4513,4514,4535,4538,4540,4541,4556,4558,4564,4566,4567,4572,4574,4575,4578,4647,4893,5015,5290,5396,6597,6598,6605,6664,6792,7428,8289,8905,9640,9897",2
C4025844,Chorioretinal abnormality,"23322,27077,3105,4556,4566,4567,4693,51057,51259,5189,5190,5192,5193,5194,5195,54903,55670,5824,5828,5830,7840,8504,8799,9409",6
C0008625,Chromosome Aberrations,"1021,2034,2067,25913,2944,2950,2952,4297,4613,4968,6799,6817,7508,7518,9",1
C0039070,Syncope,"10345,1824,23171,287,3728,3753,3757,3759,3762,3784,5318,54795,54941,5663,5664,6262,6331,6640,775,783,801,845,9992",0
C0026846,Muscular Atrophy,"10370,114907,1499,207,25937,2688,270,2932,3479,3757,6647,7124,7274,84676",2
C0002896,Sideroblastic anemia,"10560,212,22,23479,3313,51067,51095,51218,54977,6648,7466,9518",8
C4072836,Nappy hair texture,"10161,1824,1832,1947,25959,3265,3728,51702,538,6499,7053,8139,9652",8
C0546964,Genu recurvatum,"1277,1278,1289,1290,1311,2200,3265,3845,4893,5728,6497,9150",9
C0022665,Kidney Neoplasm,"1027,10397,1543,1978,2952,3558,3604,4000,5243,540,54880,558,5594,5595,5743,5894,595,6528,6596,6648,673,6790,7249,7428,8314,83593,8743,883,9235",8
C0520927,Decreased fertility,"10371,10908,1131,1583,1848,2071,2253,2260,23767,2492,2516,26012,26580,29893,367,3730,4000,54476,54756,55636,5781,5894,6662,6663,6716,673,6736,6870,7486,8820,8822,9210,9394",6
C0017574,Gingivitis,"1075,11285,1130,3689,3853,5340,54809,55612,6774,7840,959",6
C0039621,Tetany,"10312,10686,1312,2812,3758,421,54805,5741,6239,6557,6559,6899,6905,7290,7353,846,9247,9632",7
C0426429,Broad nasal tip,"11133,178,1806,2006,2132,23133,2317,257,25782,27086,3425,3480,3832,4036,4893,51085,51317,54880,5573,5792,5915,6197,7020,7021,7403,7518,7994,8573",2
C0032226,Pleural Diseases,"10232,22900,2833,3371,3458,3565,3569,6347,7040,7077",5
C0423112,Short palpebral fissure,"10269,10459,10907,10982,1123,2072,2175,2176,2177,2178,2187,2188,2189,25885,26053,2697,29089,3759,3977,4000,4593,4613,4998,55120,55215,5888,5889,5913,6662,6664,675,6899,6913,7516,7841,8241,8642,9935",3
C1269683,Major Depressive Disorder,"10014,100302259,100303453,1005,10193,10270,1029,10452,10522,10611,10855,11009,111,113,1131,114131,116285,121278,1267,1268,1312,1385,1390,1392,1393,1394,1401,140947,1429,1439,145270,1453,148,1493,1501,1523,155,1557,1559,1565,1621,1636,1644,166752,1740,1741,1742,1813,1814,1815,1906,1950,1956,1975,2012,202333,2028,2065,2100,2166,2260,2288,2289,23040,23236,2332,2353,2475,2571,2572,25890,259217,26047,2643,266727,2668,2670,267012,2697,27022,27136,27185,27445,2784,282617,2869,2891,2893,290,2900,2908,2915,2917,2932,29949,30009,30845,3091,3131,317,3240,3303,3304,3305,3308,3320,3350,3351,3356,3358,3359,3439,3458,353,3553,3558,3559,3569,3586,3589,3627,3665,3697,3791,3839,3939,3952,4035,4045,4049,407034,4074,408,410,4128,4129,4133,4194,4306,4317,431708,431709,4353,4524,4684,4723,4729,4745,4747,4852,4908,4915,4916,4929,4939,5020,5021,5054,50604,5074,50863,50940,5116,51284,51291,51573,51593,5173,52,5209,5243,5340,540,5453,54541,54584,54862,551,55117,55507,55784,5579,55830,5604,56267,5649,5692,57084,5743,5801,5806,5824,595,5978,60482,60675,607,613,624,627,6281,6285,6303,6347,6369,64067,64077,6446,64854,65018,65059,6511,6530,6532,6540,655,6586,6648,6662,6750,6755,6844,6863,6999,7008,7015,7024,7054,7124,7166,7297,7422,7432,7498,7704,775,7804,7905,815,84062,847,8564,8682,8811,883,8842,886,8942,8997,9048,9177,93986,9444,9456,947,9568,9575,9632,9641,9695,9771,9968",2
C4280321,Decreased projection of midface,"10128,10262,10484,10743,1277,1278,1280,1301,1302,1513,176,178,1836,1855,1954,2006,2077,2260,2261,2263,22858,22930,2296,2314,2316,23169,2317,23314,23363,23522,23545,2563,25782,26040,26137,2736,3835,3845,3930,3977,4000,4036,4089,4094,4125,4204,4256,473,4763,4784,4893,4920,4921,5034,50964,51082,51085,5144,5159,51651,51715,5308,5447,5449,54499,546,547,55180,55624,55650,5573,5781,5818,5831,5894,5922,6016,6234,6469,6496,6497,652,6535,6654,6655,6664,673,6899,6949,701,7319,7474,8216,8425,8514,860,8642,871,8815,9343,9533,9640,9759,9820,9871",none
C1836038,Poor head control,"10243,11277,1305,1605,1719,27445,2760,29925,3073,4000,51010,55033,6571,9342",4
C1317785,Tooth size discrepancy,"10269,10806,11141,1387,1717,1855,1909,2033,2200,2260,2261,2263,23314,23426,26040,2697,2773,29940,4000,4591,4854,4920,50814,5190,5332,5351,5424,545,54880,55209,5648,582,585,6134,6197,6611,6660,7227,7474,8195,8260,875,8815,9895,9968",none
C0002871,Anemia,"10157,10312,10533,10661,10892,1130,11311,113235,1186,1294,1308,1340,1352,1356,142,1437,1440,1736,1789,183,19,1991,2022,204,2056,212,2175,2176,2177,2178,2187,2189,22868,2328,249,26137,2623,26277,2629,27034,27086,2717,27235,2729,29089,2936,29887,30061,3039,3040,3043,3047,3048,3070,3106,3240,3251,326,330,331,335,3440,3481,3492,3558,3562,3593,3674,3690,3691,3702,374569,3861,3909,3914,3918,3988,4068,4089,4141,4352,4524,4552,4582,4830,4867,4891,50485,5073,5095,5096,51067,51119,51204,51218,51312,51520,51750,5184,5213,5339,538,540,54938,54977,55120,55135,55163,55240,55505,5551,55651,5568,5617,5660,5741,57817,5826,5896,5897,595,5972,6154,6204,6341,657,6648,6786,6888,6905,6916,6945,7012,7015,7018,7067,7124,7298,7372,760,846,8600,8792,8797,8915,9056,94,9419,9474,950,9742,9841,9939",8
C0020445,"Hypercholesterolemia, Familial","1071,1581,19,26119,336,337,338,345,348,3931,3949,3990,4023,5444,5445,6609,7274",9
C4280370,Depressed cheekbone,"10262,1301,2006,2263,26608,2969,3845,3984,51082,5604,5605,5818,5982,641,6567,673,6949,7461,860,9031,9533,9569",none
C4022020,Mucosal telangiectasiae,"10483,1235,1490,207,3123,3663,3930,472,5290,5728,6390,6391,6392,857",5
C1850776,Rapidly progressive disorder,"11284,1410,1436,1639,2273,23400,23435,25978,2896,396,4868,51004,5339,5428,54332,5621,5663,6439,6445,6622,7827,7957,8291,8398,950,9531,9829",none
C0009404,Colorectal Neoplasms,"100187710,100187711,100188841,100188887,100271690,100271691,100271692,1003,100329169,100422821,1005,10057,10058,10135,10257,10297,10349,10350,10351,10457,10631,10666,10714,1080,11171,11197,11200,11257,116135,1244,125,1294,135228,1404,140628,143187,1437,148266,1487,1499,150000,1544,1545,154664,1548,1630,1719,1728,1806,1890,19,1956,201163,2033,2041,2068,207,2070,21,2100,217,2195,2199,2201,2202,221687,2237,225,2261,22843,22854,23036,2318,23345,23456,23460,23461,2356,23600,23643,24,256536,26038,26154,26256,2626,26585,27030,27151,284217,2879,2894,2903,29108,2944,2947,2977,2984,30833,3231,3235,324,332,340273,3439,3440,3481,3486,3572,3576,368,3791,3845,3992,405,406900,406920,407017,407050,4089,4092,4288,4292,4312,4313,4363,4436,4524,4552,4830,4831,4893,4897,4929,4953,51466,5157,5243,5244,5268,5290,5320,540,5424,5426,54436,5468,54739,54822,54894,55356,5579,5581,5587,57007,57016,57178,57338,5743,5789,5795,5825,5826,59345,59352,595,596,5979,6059,6241,6414,6422,6423,6424,6425,64321,64359,6447,652,6573,66037,6648,6678,668,673,6790,6833,6934,6948,701,7037,7040,7046,7083,7087,7097,7099,7124,7157,7296,7298,7372,7374,7849,79695,7980,80317,811,8313,841,85415,8549,8626,8647,8667,8714,8741,8743,8836,8842,8991,9148,9156,91768,9201,928,9415,94274,9429,9619,9668,9754,999",4
C0029456,Osteoporosis,"100188853,100188854,10060,10269,10376,10487,10576,10935,111,11107,11315,11343,118429,1277,1278,1294,1528,1583,1584,1586,1588,1591,1593,1736,1848,190,2006,2023,2074,2099,213,2243,2244,2253,2260,22930,22943,23414,2492,2516,2538,2542,25796,2588,2592,2597,26012,26137,2626,26277,2710,2720,2778,2796,2798,2820,2876,2934,302,3043,3077,3248,3284,3295,3339,338382,3418,3479,3569,3570,367,3730,3764,3814,3977,4000,4041,4057,4214,4221,427,4312,4313,4323,471,4853,4860,4982,5019,5034,50940,5095,5096,51085,51098,51741,5193,5315,5341,5351,5352,5358,538,540,5424,5443,5447,54503,55275,55505,55636,55651,5566,5573,5683,5686,5741,5831,5972,6251,6569,6609,6611,6648,6662,6678,6736,6772,6845,6866,6870,7012,7015,7040,7094,71,7167,7171,7307,7414,7421,7471,7486,760,799,8572,860,8600,8622,875,8815,8822,8838,9049,9056,9101,9150,92344,9365,9368,9394,9401,9451,9948",6
C0151786,Muscle Weakness,"10102,10133,10324,1073,10801,10939,11160,11280,11340,1140,1161,1235,1277,1278,1303,1376,1437,1440,1482,1490,1593,1756,1760,178,2074,2108,2109,2110,212,2131,2132,2218,2303,23175,2318,2332,23321,23479,23522,2395,25915,2632,2645,2697,270,27247,2778,2821,28976,29078,2992,29925,3043,3074,3106,3123,3145,3339,3593,3630,3651,3663,37,3767,3845,3897,4512,4513,4514,4524,4535,4538,4540,4541,4556,4558,4564,4565,4566,4567,4571,4572,4574,4575,4578,4618,4621,4668,4694,4709,4715,4719,4720,4722,4723,4724,4726,4729,4758,4763,478,4893,4982,50940,51099,51103,5111,5172,51816,5194,5213,5216,5255,5257,5354,5373,5376,538,54344,54805,54840,54902,55157,55572,55624,5566,5573,5631,5660,5696,5781,5830,5837,5894,5922,6016,617,6329,6338,6340,6389,6392,6424,6569,6584,6598,6606,6609,6616,6647,6654,6655,6678,673,6833,6945,6948,7040,7200,7253,7273,7274,7276,7415,7443,7504,773,7849,788,79823,8074,8086,8216,844,857,8573,8622,8838,9056,9197,9499,95",7
C0000737,Abdominal Pain,"10512,1056,10686,11281,1230,1371,1493,1499,1776,1889,1890,19,1908,1910,2006,2057,210,2130,2153,229,22909,23417,2492,26191,2629,26608,2668,26873,2693,27030,2717,2767,2956,2969,30061,3106,3115,3145,324,3257,3440,355,3586,3592,3717,3845,3984,4072,4089,4210,4292,4352,4436,4512,4513,4514,4535,4538,4540,4541,4558,4564,4567,4572,4574,4575,4578,4598,4830,4902,51604,51752,5290,5378,5395,5428,54790,5498,5644,5657,5978,5979,5982,6390,6391,6392,657,6663,6690,672,6775,6794,7048,7099,710,7132,720,7248,7249,7461,7490,8302,846,9031,950,9569",4
C0151818,Opisthotonus,"158,1727,26040,2629,2639,3251,3763,4337,4338,443,53,55275,7284,9244",0
C4280679,Increased calcium level in kidney,"10686,1184,1285,1591,189,2184,249,26276,2767,3172,3758,4221,50617,51119,51604,54757,5745,6521,6557,846,9380",3
C1835229,Onset of lymphedema around puberty,"10060,1020,207,2303,23169,2624,2717,2990,3636,3832,3930,4351,4668,54345,5604,5728,5781,5784,673,7424,8517",none
C1843156,"Hearing loss, progressive sensorineural","10804,1678,1687,22953,2706,4359,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4575,4577,4578,4627,4646,478,4976,53904,5456,55699,71,7466,7840",0
C0027339,Nail Diseases,"1001,1828,1832,2324,242,26154,26277,3081,3664,3848,3852,3861,3887,3889,3892,3909,4000,50814,5144,5317,54345,5573,7051,9401",none
C1859236,Prolonged neonatal jaundice,"10577,11093,11277,182,23600,2539,2584,4358,4864,5184,5189,538,5449,54658,6609,7201,9095",none
C0038356,Stomach Neoplasms,"1000,100124700,100507056,10131,10148,1019,10232,1026,1027,1029,1032,10330,10395,10468,10528,10550,10574,1075,11197,11200,1152,116135,1182,1201,123,125997,131566,1316,1365,1469,1496,1499,1514,153,154,1548,1630,1636,1642,1647,1674,174,1786,1789,1798,1806,1839,186,1890,1892,1915,1917,1956,196,2023,2033,2064,2067,2068,207,213,2149,220,2203,2261,2263,2266,2272,2286,229,23201,23246,240,245972,2520,2534,25824,26135,26137,26585,27034,27131,27145,27339,2737,28973,28998,29108,2950,2956,29777,29894,308,30834,3162,3191,3199,324,3265,328,329,3312,3315,332,3329,335,3350,3384,3400,3420,3486,3490,3553,3557,3569,3570,3576,3604,3621,3659,3678,3725,374,3814,3815,3845,3856,387,3958,3992,4074,4089,4139,4233,4291,4292,4297,4316,4319,4436,4487,4502,4524,4582,4588,4595,4599,4609,4695,4719,472,4723,4846,4869,4893,4907,501,5036,5054,5055,5080,50813,51035,51042,51196,51292,51501,5156,51594,5160,51728,51741,5223,5245,5265,5290,5325,5328,53635,54474,5468,54739,5478,5480,54894,5518,5524,553158,5550,5562,5564,55739,55743,5579,5594,5595,5599,5621,56287,5655,56915,5743,57610,5792,5793,58508,5886,5915,5918,59340,5947,595,5950,598,5997,6095,6137,6138,6141,6194,6209,6223,6227,6231,6257,627,637,6389,6390,6391,645,64963,650,6506,655,6615,6628,664,6648,6700,6714,6721,6774,6926,70,701,7022,7039,7056,7078,7124,7157,7170,7291,7298,7372,7515,7517,759,760,7730,79187,79633,79852,8000,80324,80328,8148,81605,8189,8190,8289,8313,8314,83998,841,843,84364,84527,84634,84654,84790,8516,8530,857,8611,864,8644,8660,8744,8802,8857,8991,90338,9136,9212,9235,9277,960,9725,9788,9805,999",9
C0003635,Apraxias,"11277,1436,2290,25978,26191,2896,355,3559,3560,4137,4204,477,53335,54209,54902,5621,5663,5771,6775,6908,7297,7305,7337,7415,7957,919,93986",4
C4020860,Supratentorial atrophy,"10084,10134,10195,10535,10617,10667,10733,11152,11277,1161,1200,1201,132,1497,1509,158,1593,16,1716,1719,175,1760,1786,1806,2055,2074,2271,22827,22930,23126,23189,2517,25839,26040,26123,26235,2629,26503,26580,2720,27445,2775,3265,4337,4338,4548,4552,4598,4668,4784,5095,5096,51010,5105,51091,5160,51604,51715,51761,5274,54209,54476,546,549,54902,54982,55275,5538,5611,5824,5859,617,6323,6509,6709,6812,7084,7305,7345,7355,7466,7841,8260,8398,8772,8802,8803,9150,9197,9487,95,9526,9640,9895",1
C0427068,Monoparesis - leg,"11160,1639,2273,23111,23259,23503,2556,25778,26580,3329,3798,4763,51062,51324,5354,547,5621,5832,6253,6683,6687,779,8291,857,9420,9897,9907",9
C0595939,Stillbirth,"10269,1280,1301,1836,2316,23169,2317,249,26227,2629,28962,3930,4000,5728,5745,8200,9321",3
C1866231,Full cheeks,"1020,10516,178,1806,1836,1906,2006,2138,2200,23322,23483,23529,27077,27445,2778,30008,3265,3339,3425,3845,4000,4337,4338,4853,4893,4952,5075,51057,51085,51124,5116,51259,5290,538,547,54903,55704,5604,5605,5832,6309,6452,6492,6664,673,6901,6925,8675,9049,9244",none
C0009421,Comatose,"10165,10166,1373,1374,1376,1565,1629,2203,229,25915,2641,2710,29078,3141,3155,3172,34,351,3712,3767,4158,435,443,445,4594,4694,4709,4715,4719,4720,4722,4723,4724,4726,4729,477,4854,5009,5020,5095,5096,51103,540,5428,5551,55572,593,594,6584,6833,6927,7252,7351,773,788,8942",3
C0079541,Holoprosencephaly,"117190,1717,22858,2619,2736,2737,3244,4838,5015,50937,5396,57045,6469,6496,6997,7050,7546",9
C0240635,Byzanthine arch palate,"10020,10084,10195,10225,10265,10290,10297,10682,1073,10752,10978,11160,1134,1140,1144,1145,1146,1291,1292,1293,1303,1305,1376,1387,1501,1621,1663,1893,1947,1954,2033,207,2138,2200,2201,2260,2261,2263,2271,22930,22931,2316,23314,23384,23483,23522,23529,23545,23556,25782,25836,25942,26040,26123,2626,2629,26503,2673,27445,286,29072,29123,29940,29968,30008,3039,3040,3190,3248,3265,3295,3339,3476,3643,3730,3756,3759,3763,3845,4000,4088,4204,4281,4297,4329,4534,4613,4620,4621,4625,4703,4853,4854,4893,4921,4998,5063,5075,50814,51067,51114,51124,51185,51259,51305,51715,5189,5190,5192,5193,5194,5195,5238,5277,5290,538,54453,545,546,55670,5604,5605,5728,5781,5784,58,5813,5824,5828,5830,5885,5894,5906,5908,5913,5922,6016,6197,6223,6261,6309,6473,6495,6628,6654,6655,668,673,6774,6885,7020,7042,7043,7046,7048,7136,7140,7169,7170,7227,7403,7476,7841,8050,8085,8216,8241,8243,8260,8443,8450,8481,8504,8573,860,8642,875,8799,8818,8905,9037,9126,9179,9244,9401,9409,9451,9469,9496,9640,9775,9841,9871,9968,9990",5
C0023015,Language Disorders,"1399,1813,23394,255239,25970,29110,4137,5594,5663,613,8831,8878,9289",8
C4021395,Abnormality of the antihelix,"2121,2138,2261,2263,2290,3981,5075,54888,7291,9343",0
C4025669,Decreased circulating ACTH level,"2736,2778,4221,4791,5015,50940,5449,5573,5626,6658,8820,9049",9
C0241181,Fragile skin,"1277,1281,1289,1290,1294,1832,23086,3655,3675,3691,3728,5159,5317,5339,55612,5566,7389,9509",8
C0235659,Reduced fetal movement,"10059,10102,10108,10269,10743,10815,1145,1146,1291,1292,1293,1355,1487,1717,1760,1785,2065,2073,2261,2314,23742,25977,26227,2629,2632,2673,29925,29968,3508,3653,3954,4000,4534,4613,4625,4692,4703,5351,53834,54551,58,5913,6261,6519,6606,6616,6638,7169,7170,7317,7468,7469,7681,8924,9581",7
C4021800,Enamel abnormalities,"10293,1062,10733,2006,22995,23363,26608,2697,2969,3265,3852,3861,3977,3984,5034,5116,5251,545,55315,55612,5932,5982,6905,7461,860,8626,9031,9361,9569,9820,9871",8
